step,windows,learning_rate,loss,grad_norm
1,32,0.0001,0.69134834,0.5407964
2,64,0.0002,0.69216859,0.42069504
3,96,0.0003,0.69328833,0.2530106
4,128,0.0004,0.68295917,0.53049195
5,160,0.0005,0.68362194,0.25689816
6,192,0.0006,0.68802461,0.20159723
7,224,0.0007,0.69552761,0.2333608
8,256,0.0008,0.719944,0.40855697
9,288,0.0009,0.68451795,0.17307104
10,320,0.001,0.68035468,0.17633478
11,352,0.0011,0.67025834,0.22686146
12,384,0.0012,0.67874828,0.34224162
13,416,0.0013,0.69713828,0.26739109
14,448,0.0014,0.68855768,0.34095111
15,480,0.0015,0.70310032,0.24926694
16,512,0.0016,0.72242141,0.42715642
17,544,0.0017,0.72072926,0.37252542
18,576,0.0018,0.71901226,0.3539854
19,608,0.0019,0.71356174,0.36125001
20,640,0.002,0.72021133,0.29613587
21,672,0.002,0.69613022,0.44517863
22,704,0.0019999954,0.69708002,0.24536493
23,736,0.0019999815,0.68533948,0.20740464
24,768,0.0019999584,0.67941803,0.36358204
25,800,0.001999926,0.69585466,0.12933604
26,832,0.0019998844,0.69558442,0.13085513
27,864,0.0019998335,0.69103292,0.13002254
28,896,0.0019997734,0.68598533,0.15678339
29,928,0.0019997041,0.69758883,0.15851372
30,960,0.0019996254,0.68375,0.14480746
31,992,0.0019995376,0.67155993,0.21177223
32,1024,0.0019994405,0.7002767,0.26807573
33,1056,0.0019993342,0.68132287,0.17916569
34,1088,0.0019992186,0.68795294,0.13012949
35,1120,0.0019990938,0.67816254,0.24229828
36,1152,0.0019989597,0.66195965,0.30246136
37,1184,0.0019988164,0.70489559,0.26574516
38,1216,0.0019986639,0.69924143,0.20013878
39,1248,0.0019985021,0.711788,0.27255303
40,1280,0.0019983311,0.70122549,0.22644988
41,1312,0.0019981509,0.69626391,0.23880586
42,1344,0.0019979614,0.73095649,0.44494259
43,1376,0.0019977627,0.68872267,0.15176649
44,1408,0.0019975548,0.67203045,0.21018077
45,1440,0.0019973376,0.68735486,0.13413775
46,1472,0.0019971113,0.68691447,0.26165104
47,1504,0.0019968757,0.67730504,0.33985862
48,1536,0.0019966309,0.67381302,0.16820705
49,1568,0.0019963769,0.71324462,0.30449137
50,1600,0.0019961136,0.67706567,0.21815954
51,1632,0.0019958412,0.68122405,0.11890144
52,1664,0.0019955596,0.68314415,0.19195174
53,1696,0.0019952687,0.67636296,0.18449405
54,1728,0.0019949687,0.70458904,0.21461941
55,1760,0.0019946594,0.66842514,0.25592291
56,1792,0.001994341,0.69550684,0.33415529
57,1824,0.0019940134,0.66863775,0.27502149
58,1856,0.0019936765,0.66580564,0.24621606
59,1888,0.0019933305,0.67805922,0.28866282
60,1920,0.0019929754,0.71611628,0.36259869
61,1952,0.001992611,0.69213489,0.22065067
62,1984,0.0019922375,0.66157234,0.16267651
63,2016,0.0019918548,0.65439457,0.38420534
64,2048,0.0019914629,0.76147118,0.7876758
