step,windows,learning_rate,loss,grad_norm
1,32,4e-05,10.470526,2.2153203
2,64,8e-05,10.354717,2.7621763
3,96,0.00012,10.252483,2.1815925
4,128,0.00016,10.164417,1.5513067
5,160,0.0002,10.064125,1.50927
6,192,0.00024,10.054576,1.4250979
7,224,0.00028,9.9920887,2.3332539
8,256,0.00032,9.9181032,1.3427124
9,288,0.00036,9.8483241,1.4336808
10,320,0.0004,9.7262094,1.3322371
11,352,0.00044,9.6047412,1.289854
12,384,0.00048,9.4392799,1.3170679
13,416,0.00052,9.3021486,1.422068
14,448,0.00056,9.2148736,1.2445371
15,480,0.0006,8.9686298,1.4249883
16,512,0.0006,8.8892763,1.1455649
17,544,0.00059999762,8.751681,1.150834
18,576,0.00059999047,8.4736767,1.3399748
19,608,0.00059997857,8.3220988,1.3011521
20,640,0.0005999619,8.1503319,1.273177
21,672,0.00059994047,7.9882019,1.1784973
22,704,0.00059991427,7.9028599,1.1178054
23,736,0.00059988332,7.705424,1.1206448
24,768,0.00059984761,7.5822139,1.0240252
25,800,0.00059980713,7.314319,1.3823414
26,832,0.0005997619,7.2040481,1.2330393
27,864,0.0005997119,7.1745061,0.95089245
28,896,0.00059965715,6.9640251,0.98654896
29,928,0.00059959765,6.9302123,0.91378725
30,960,0.00059953338,6.7529355,1.0057176
31,992,0.00059946436,6.6324421,0.97957498
32,1024,0.00059939059,6.5325891,1.958459
33,1056,0.00059931207,6.4578184,1.277524
34,1088,0.0005992288,6.4978045,1.0723569
35,1120,0.00059914077,6.3659925,0.95974296
36,1152,0.000599048,6.2169753,1.278227
37,1184,0.00059895049,6.3142323,0.92203832
38,1216,0.00059884823,6.2202522,0.77180678
39,1248,0.00059874122,6.2930189,1.7805772
40,1280,0.00059862948,6.1114972,0.79816085
41,1312,0.000598513,6.0451978,1.0039721
42,1344,0.00059839178,5.9910387,1.1583669
43,1376,0.00059826583,5.9239603,1.125308
44,1408,0.00059813514,5.9605419,0.91509473
45,1440,0.00059799973,5.8634349,0.86077565
46,1472,0.00059785958,5.8592159,0.74697775
47,1504,0.00059771472,5.9943734,0.68842894
48,1536,0.00059756513,5.8364893,0.83069068
49,1568,0.00059741082,5.9480026,0.67229003
50,1600,0.00059725179,5.7411063,0.92346096
51,1632,0.00059708805,5.7854672,0.80910045
52,1664,0.0005969196,5.9119489,0.70995957
53,1696,0.00059674643,5.7437006,0.66282129
